Series Name,Series Code,COUNTRY,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
GDP per capita (current US$),NY.GDP.PCAP.CD,Post-demographic dividend,PST,19123.73216,25861.0825,43223.19753,40717.09895,41461.99727,43088.42742,45491.22079,45822.07166,44745.88991,49781.67731,50759.62741,53464.00152
GDP per capita (current US$),NY.GDP.PCAP.CD,Pre-demographic dividend,PRE,985.8960578,511.2069468,1844.554919,1524.757279,1320.445211,1340.651978,1452.93367,1490.504562,1330.58963,1420.141328,1579.544354,1466.189675
GDP per capita (current US$),NY.GDP.PCAP.CD,Small states,SST,3298.025866,5023.085372,11541.41913,10568.2407,10806.54781,11730.88182,12560.19014,12581.22306,11219.28661,12920.69984,14176.61406,14884.75691
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia,SAS,356.5748045,460.3459548,1490.804076,1539.594145,1675.523269,1887.878283,1920.131158,1965.090614,1855.544252,2145.148466,2254.561958,2308.719777
GDP per capita (current US$),NY.GDP.PCAP.CD,South Asia (IDA & IBRD),TSA,356.5748045,460.3459548,1490.804076,1539.594145,1675.523269,1887.878283,1920.131158,1965.090614,1855.544252,2145.148466,2254.561958,2308.719777
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa,SSF,723.3409182,638.1677422,1909.589895,1654.272807,1468.90146,1528.224594,1630.265883,1632.082812,1490.678106,1636.323852,1701.717266,1636.808741
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (excluding high income),SSA,722.6844894,637.2644878,1908.353803,1653.005847,1467.521771,1526.787372,1628.776772,1630.558574,1489.604641,1635.202189,1700.186414,1635.242113
GDP per capita (current US$),NY.GDP.PCAP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,723.3409182,638.1677422,1909.589895,1654.272807,1468.90146,1528.224594,1630.265883,1632.082812,1490.678106,1636.323852,1701.717266,1636.808741
GDP per capita (current US$),NY.GDP.PCAP.CD,Upper middle income,UMC,1116.998633,1848.260637,7722.450749,7372.179962,7340.457654,7988.430862,8461.55539,8547.706304,8239.111084,9778.053338,10190.884,10461.75262
GDP per capita (current US$),NY.GDP.PCAP.CD,World,WLD,4311.441716,5507.314125,10918.5541,10177.89051,10224.06593,10762.80458,11315.08399,11358.47866,10941.66268,12362.46421,12730.15717,13138.32755
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 09/19/2024,,,,,,,,,,,,,,,
